customer_id,customer_ref,full_name,email,phone,country_code,signup_date,status,date_of_birth,created_at,updated_at
56,CUST_56,Customer_56,customer56@example.com,0461353276,AU,2025-07-08,suspended,1962-05-03,2026-01-20 07:19:00.204700,2026-04-17 07:19:00.204700
57,CUST_57,Customer_57,customer57@example.com,0402193675,GB,2024-05-29,suspended,1992-04-25,2026-04-03 07:19:00.204700,2026-04-17 07:19:00.204700
58,CUST_58,Customer_58,customer58@example.com,0416525373,SG,2025-10-09,suspended,1980-04-28,2025-08-25 07:19:00.204700,2026-04-17 07:19:00.204700
59,CUST_59,Customer_59,customer59@example.com,0423737483,IN,2025-12-11,inactive,1962-05-03,2025-08-31 07:19:00.204700,2026-04-17 07:19:00.204700
60,CUST_60,Customer_60,customer60@example.com,0450564237,GB,2025-07-27,inactive,1960-05-03,2025-10-05 07:19:00.204700,2026-04-17 07:19:00.204700
61,CUST_61,Customer_61,customer61@example.com,0498328113,AU,2025-08-30,suspended,1963-05-03,2025-06-12 07:19:00.204700,2026-04-17 07:19:00.204700
62,CUST_62,Customer_62,customer62@example.com,0492028568,SG,2024-09-07,suspended,1964-05-02,2025-06-19 07:19:00.204700,2026-04-17 07:19:00.204700
63,CUST_63,Customer_63,customer63@example.com,0477212789,US,2024-04-29,active,1964-05-02,2025-06-13 07:19:00.204700,2026-04-17 07:19:00.204700
64,CUST_64,Customer_64,customer64@example.com,0481491545,SG,2025-01-12,suspended,1987-04-27,2025-12-20 07:19:00.204700,2026-04-17 07:19:00.204700
66,CUST_66,Customer_66,customer66@example.com,0410165550,US,2026-04-03,inactive,1983-04-28,2025-08-13 07:19:00.204700,2026-04-17 07:19:00.204700
67,CUST_67,Customer_67,customer67@example.com,0462345090,SG,2024-07-17,inactive,1990-04-26,2026-01-06 07:19:00.204700,2026-04-17 07:19:00.204700
68,CUST_68,Customer_68,customer68@example.com,0482457390,US,2025-10-25,suspended,1988-04-26,2025-06-15 07:19:00.204700,2026-04-17 07:19:00.204700
69,CUST_69,Customer_69,customer69@example.com,0433116508,GB,2024-11-17,active,1996-04-24,2025-05-27 07:19:00.204700,2026-04-17 07:19:00.204700
70,CUST_70,Customer_70,customer70@example.com,0480606750,GB,2025-03-07,suspended,1971-05-01,2025-07-12 07:19:00.204700,2026-04-17 07:19:00.204700
71,CUST_71,Customer_71,customer71@example.com,0453514555,AU,2024-06-25,suspended,1969-05-01,2025-08-16 07:19:00.204700,2026-04-17 07:19:00.204700
72,CUST_72,Customer_72,customer72@example.com,0492891609,SG,2024-05-20,suspended,1968-05-01,2025-07-12 07:19:00.204700,2026-04-17 07:19:00.204700
73,CUST_73,Customer_73,customer73@example.com,0491474807,IN,2026-04-01,active,1974-04-30,2025-07-30 07:19:00.204700,2026-04-17 07:19:00.204700
74,CUST_74,Customer_74,customer74@example.com,0468288367,GB,2025-03-03,suspended,1992-04-25,2026-02-22 07:19:00.204700,2026-04-17 07:19:00.204700
75,CUST_75,Customer_75,customer75@example.com,0425155875,IN,2024-08-02,inactive,2002-04-23,2025-09-30 07:19:00.204700,2026-04-17 07:19:00.204700
76,CUST_76,Customer_76,customer76@example.com,0454540560,SG,2025-11-17,inactive,1978-04-29,2025-10-23 07:19:00.204700,2026-04-17 07:19:00.204700
78,CUST_78,Customer_78,customer78@example.com,0445908840,AU,2026-01-09,active,1961-05-03,2026-01-16 07:19:00.204700,2026-04-17 07:19:00.204700
79,CUST_79,Customer_79,customer79@example.com,0470438911,US,2025-04-23,suspended,1982-04-28,2025-11-03 07:19:00.204700,2026-04-17 07:19:00.204700
81,CUST_81,Customer_81,customer81@example.com,0463801240,GB,2025-10-30,suspended,1993-04-25,2025-12-01 07:19:00.204700,2026-04-17 07:19:00.204700
82,CUST_82,Customer_82,customer82@example.com,0473197697,SG,2025-10-15,suspended,1988-04-26,2026-01-10 07:19:00.204700,2026-04-17 07:19:00.204700
83,CUST_83,Customer_83,customer83@example.com,0431236829,SG,2026-01-08,suspended,1997-04-24,2025-10-18 07:19:00.204700,2026-04-17 07:19:00.204700
84,CUST_84,Customer_84,customer84@example.com,0403834284,AU,2025-02-04,active,1990-04-26,2025-05-11 07:19:00.204700,2026-04-17 07:19:00.204700
85,CUST_85,Customer_85,customer85@example.com,0453597337,IN,2024-05-15,active,1964-05-02,2025-11-28 07:19:00.204700,2026-04-17 07:19:00.204700
86,CUST_86,Customer_86,customer86@example.com,0447879371,GB,2026-02-01,suspended,1975-04-30,2025-07-04 07:19:00.204700,2026-04-17 07:19:00.204700
87,CUST_87,Customer_87,customer87@example.com,0439155242,AU,2025-06-04,active,2006-04-22,2026-03-14 07:19:00.204700,2026-04-17 07:19:00.204700
89,CUST_89,Customer_89,customer89@example.com,0457604325,US,2024-12-28,suspended,2005-04-22,2025-12-13 07:19:00.204700,2026-04-17 07:19:00.204700
90,CUST_90,Customer_90,customer90@example.com,0422256385,SG,2026-03-10,suspended,2006-04-22,2025-12-06 07:19:00.204700,2026-04-17 07:19:00.204700
91,CUST_91,Customer_91,customer91@example.com,0428357104,SG,2025-01-19,inactive,1998-04-24,2025-10-26 07:19:00.204700,2026-04-17 07:19:00.204700
92,CUST_92,Customer_92,customer92@example.com,0430814732,US,2024-05-22,inactive,1958-05-04,2025-09-26 07:19:00.204700,2026-04-17 07:19:00.204700
93,CUST_93,Customer_93,customer93@example.com,0483774936,US,2025-01-21,suspended,1972-04-30,2025-07-23 07:19:00.204700,2026-04-17 07:19:00.204700
94,CUST_94,Customer_94,customer94@example.com,0435407776,SG,2024-06-01,suspended,1984-04-27,2026-03-05 07:19:00.204700,2026-04-17 07:19:00.204700
95,CUST_95,Customer_95,customer95@example.com,0420711192,GB,2025-05-31,inactive,1970-05-01,2026-02-25 07:19:00.204700,2026-04-17 07:19:00.204700
96,CUST_96,Customer_96,customer96@example.com,0432719700,AU,2024-12-13,inactive,1982-04-28,2025-10-11 07:19:00.204700,2026-04-17 07:19:00.204700
97,CUST_97,Customer_97,customer97@example.com,0492019670,AU,2025-04-27,inactive,1984-04-27,2026-04-08 07:19:00.204700,2026-04-17 07:19:00.204700
98,CUST_98,Customer_98,customer98@example.com,0468252647,GB,2025-02-13,active,2002-04-23,2025-12-15 07:19:00.204700,2026-04-17 07:19:00.204700
99,CUST_99,Customer_99,customer99@example.com,0408616372,US,2025-09-24,active,1963-05-03,2025-08-10 07:19:00.204700,2026-04-17 07:19:00.204700
100,CUST_100,Customer_100,customer100@example.com,0432940682,AU,2025-01-09,active,1998-04-24,2025-08-17 07:19:00.204700,2026-04-17 07:19:00.204700
101,CUST_101,Customer_101,customer101@example.com,0453542178,AU,2024-11-04,inactive,1986-04-27,2026-03-23 07:19:00.204700,2026-04-17 07:19:00.204700
102,CUST_102,Customer_102,customer102@example.com,0417563601,IN,2024-05-02,suspended,1991-04-26,2025-08-12 07:19:00.204700,2026-04-17 07:19:00.204700
103,CUST_103,Customer_103,customer103@example.com,0461113557,GB,2025-08-31,active,1962-05-03,2025-12-28 07:19:00.204700,2026-04-17 07:19:00.204700
104,CUST_104,Customer_104,customer104@example.com,0441013868,SG,2024-11-26,active,2000-04-23,2025-09-15 07:19:00.204700,2026-04-17 07:19:00.204700
105,CUST_105,Customer_105,customer105@example.com,0451650875,IN,2024-06-29,suspended,1962-05-03,2025-09-10 07:19:00.204700,2026-04-17 07:19:00.204700
106,CUST_106,Customer_106,customer106@example.com,0465402112,AU,2026-03-10,suspended,1997-04-24,2025-10-01 07:19:00.204700,2026-04-17 07:19:00.204700
107,CUST_107,Customer_107,customer107@example.com,0413488253,GB,2025-09-01,inactive,2002-04-23,2025-08-09 07:19:00.204700,2026-04-17 07:19:00.204700
108,CUST_108,Customer_108,customer108@example.com,0465957694,SG,2025-11-03,suspended,1973-04-30,2025-09-03 07:19:00.204700,2026-04-17 07:19:00.204700
109,CUST_109,Customer_109,customer109@example.com,0401300790,US,2024-08-08,inactive,2000-04-23,2025-09-10 07:19:00.204700,2026-04-17 07:19:00.204700
110,CUST_110,Customer_110,customer110@example.com,0472620432,SG,2025-02-01,inactive,1961-05-03,2025-05-01 07:19:00.204700,2026-04-17 07:19:00.204700
111,CUST_111,Customer_111,customer111@example.com,0428841148,IN,2024-05-14,inactive,2005-04-22,2025-07-21 07:19:00.204700,2026-04-17 07:19:00.204700
112,CUST_112,Customer_112,customer112@example.com,0409834703,US,2025-07-30,active,1998-04-24,2025-10-22 07:19:00.204700,2026-04-17 07:19:00.204700
113,CUST_113,Customer_113,customer113@example.com,0421069099,AU,2025-01-22,active,1994-04-25,2025-07-30 07:19:00.204700,2026-04-17 07:19:00.204700
114,CUST_114,Customer_114,customer114@example.com,0483727918,IN,2025-04-26,active,1978-04-29,2025-10-09 07:19:00.204700,2026-04-17 07:19:00.204700
115,CUST_115,Customer_115,customer115@example.com,0465827188,GB,2025-04-10,active,1958-05-04,2025-12-26 07:19:00.204700,2026-04-17 07:19:00.204700
116,CUST_116,Customer_116,customer116@example.com,0419085332,US,2024-08-28,inactive,1957-05-04,2025-10-11 07:19:00.204700,2026-04-17 07:19:00.204700
117,CUST_117,Customer_117,customer117@example.com,0473970894,SG,2025-03-01,suspended,1986-04-27,2026-03-13 07:19:00.204700,2026-04-17 07:19:00.204700
118,CUST_118,Customer_118,customer118@example.com,0432321499,GB,2024-12-14,inactive,1968-05-01,2025-10-09 07:19:00.204700,2026-04-17 07:19:00.204700
119,CUST_119,Customer_119,customer119@example.com,0405331177,IN,2024-07-05,active,1981-04-28,2025-06-19 07:19:00.204700,2026-04-17 07:19:00.204700
120,CUST_120,Customer_120,customer120@example.com,0443004486,GB,2024-12-24,inactive,1997-04-24,2025-11-23 07:19:00.204700,2026-04-17 07:19:00.204700
121,CUST_121,Customer_121,customer121@example.com,0490502485,SG,2025-06-03,suspended,1963-05-03,2026-04-01 07:19:00.204700,2026-04-17 07:19:00.204700
122,CUST_122,Customer_122,customer122@example.com,0422253777,SG,2025-11-16,active,2004-04-22,2025-06-06 07:19:00.204700,2026-04-17 07:19:00.204700
123,CUST_123,Customer_123,customer123@example.com,0461126755,GB,2024-09-10,active,1983-04-28,2026-01-26 07:19:00.204700,2026-04-17 07:19:00.204700
80,CUST_80,Customer_80,,0435521889,US,2024-07-09,suspended,1977-04-29,2025-05-29 07:19:00.204700,2026-04-17 07:19:00.204700
77,CUST_77,Customer_77,customer77@example.com,0441425031,au,2025-02-11,active,1959-05-04,2025-11-16 07:19:00.204700,2026-04-17 07:19:00.204700
65,CUST_65,Customer_65,customer65@example.com,0449669049,US,2025-04-12,Active,1977-04-29,2025-08-06 07:19:00.204700,2026-04-17 07:19:00.204700
124,CUST_124,Customer_124,customer124@example.com,0426790001,US,2026-04-08,active,1956-05-04,2026-03-12 07:19:00.204700,2026-04-17 07:19:00.204700
125,CUST_125,Customer_125,customer125@example.com,0474101545,US,2025-08-12,inactive,1960-05-03,2025-07-25 07:19:00.204700,2026-04-17 07:19:00.204700
126,CUST_126,Customer_126,customer126@example.com,0406547233,GB,2026-01-02,inactive,1974-04-30,2025-06-19 07:19:00.204700,2026-04-17 07:19:00.204700
127,CUST_127,Customer_127,customer127@example.com,0473144169,US,2026-03-29,active,1994-04-25,2025-05-19 07:19:00.204700,2026-04-17 07:19:00.204700
128,CUST_128,Customer_128,customer128@example.com,0489313864,IN,2024-05-18,suspended,1969-05-01,2025-11-01 07:19:00.204700,2026-04-17 07:19:00.204700
129,CUST_129,Customer_129,customer129@example.com,0423319896,GB,2024-11-02,inactive,1989-04-26,2025-09-09 07:19:00.204700,2026-04-17 07:19:00.204700
130,CUST_130,Customer_130,customer130@example.com,0418105800,AU,2025-03-22,suspended,1992-04-25,2026-03-14 07:19:00.204700,2026-04-17 07:19:00.204700
131,CUST_131,Customer_131,customer131@example.com,0470204824,US,2025-06-06,active,1997-04-24,2026-03-06 07:19:00.204700,2026-04-17 07:19:00.204700
132,CUST_132,Customer_132,customer132@example.com,0459867370,IN,2024-07-04,inactive,1967-05-02,2025-09-23 07:19:00.204700,2026-04-17 07:19:00.204700
133,CUST_133,Customer_133,customer133@example.com,0494267792,IN,2025-09-22,inactive,2001-04-23,2025-09-19 07:19:00.204700,2026-04-17 07:19:00.204700
134,CUST_134,Customer_134,customer134@example.com,0463494471,AU,2024-08-09,suspended,1997-04-24,2025-08-01 07:19:00.204700,2026-04-17 07:19:00.204700
135,CUST_135,Customer_135,customer135@example.com,0437541442,US,2024-07-14,active,1966-05-02,2025-10-18 07:19:00.204700,2026-04-17 07:19:00.204700
136,CUST_136,Customer_136,customer136@example.com,0448132568,GB,2024-08-23,inactive,1995-04-25,2025-07-03 07:19:00.204700,2026-04-17 07:19:00.204700
137,CUST_137,Customer_137,customer137@example.com,0474307525,US,2025-06-08,active,1964-05-02,2025-07-07 07:19:00.204700,2026-04-17 07:19:00.204700
138,CUST_138,Customer_138,customer138@example.com,0448912736,IN,2025-10-13,inactive,1959-05-04,2025-11-25 07:19:00.204700,2026-04-17 07:19:00.204700
139,CUST_139,Customer_139,customer139@example.com,0402921567,GB,2025-03-30,suspended,2001-04-23,2026-04-06 07:19:00.204700,2026-04-17 07:19:00.204700
140,CUST_140,Customer_140,customer140@example.com,0496957744,SG,2024-08-07,suspended,1968-05-01,2025-04-20 07:19:00.204700,2026-04-17 07:19:00.204700
141,CUST_141,Customer_141,customer141@example.com,0450973717,AU,2024-10-21,suspended,1970-05-01,2025-11-21 07:19:00.204700,2026-04-17 07:19:00.204700
142,CUST_142,Customer_142,customer142@example.com,0433036046,IN,2025-04-26,active,1996-04-24,2025-09-13 07:19:00.204700,2026-04-17 07:19:00.204700
143,CUST_143,Customer_143,customer143@example.com,0490956743,SG,2025-02-25,inactive,1986-04-27,2025-05-30 07:19:00.204700,2026-04-17 07:19:00.204700
144,CUST_144,Customer_144,customer144@example.com,0464963973,AU,2024-04-19,inactive,1966-05-02,2025-09-22 07:19:00.204700,2026-04-17 07:19:00.204700
145,CUST_145,Customer_145,customer145@example.com,0420048732,AU,2025-01-10,suspended,1982-04-28,2026-02-08 07:19:00.204700,2026-04-17 07:19:00.204700
147,CUST_147,Customer_147,customer147@example.com,0458970214,AU,2025-08-24,active,2001-04-23,2025-12-19 07:19:00.204700,2026-04-17 07:19:00.204700
148,CUST_148,Customer_148,customer148@example.com,0448893121,SG,2025-01-18,inactive,1964-05-02,2025-04-29 07:19:00.204700,2026-04-17 07:19:00.204700
149,CUST_149,Customer_149,customer149@example.com,0452801660,AU,2025-12-06,active,1963-05-03,2025-08-13 07:19:00.204700,2026-04-17 07:19:00.204700
151,CUST_151,Customer_151,customer151@example.com,0485340317,IN,2025-09-13,active,1966-05-02,2025-09-19 07:19:00.204700,2026-04-17 07:19:00.204700
152,CUST_152,Customer_152,customer152@example.com,0438946092,GB,2025-02-12,inactive,1995-04-25,2025-07-11 07:19:00.204700,2026-04-17 07:19:00.204700
153,CUST_153,Customer_153,customer153@example.com,0483526269,US,2024-10-14,active,2005-04-22,2025-07-14 07:19:00.204700,2026-04-17 07:19:00.204700
155,CUST_155,Customer_155,customer155@example.com,0444259634,GB,2024-07-18,active,1982-04-28,2025-05-22 07:19:00.204700,2026-04-17 07:19:00.204700
156,CUST_156,Customer_156,customer156@example.com,0493179835,SG,2024-10-14,suspended,1999-04-24,2025-10-28 07:19:00.204700,2026-04-17 07:19:00.204700
157,CUST_157,Customer_157,customer157@example.com,0413850309,US,2025-06-22,inactive,1963-05-03,2025-09-21 07:19:00.204700,2026-04-17 07:19:00.204700
158,CUST_158,Customer_158,customer158@example.com,0411695176,IN,2025-11-20,suspended,1972-04-30,2025-12-27 07:19:00.204700,2026-04-17 07:19:00.204700
159,CUST_159,Customer_159,customer159@example.com,0429260758,SG,2025-05-04,suspended,1968-05-01,2026-01-11 07:19:00.204700,2026-04-17 07:19:00.204700
160,CUST_160,Customer_160,customer160@example.com,0409778579,US,2024-04-28,suspended,1967-05-02,2025-12-30 07:19:00.204700,2026-04-17 07:19:00.204700
161,CUST_161,Customer_161,customer161@example.com,0457058543,GB,2025-06-25,inactive,2008-04-21,2025-07-06 07:19:00.204700,2026-04-17 07:19:00.204700
162,CUST_162,Customer_162,customer162@example.com,0457793690,IN,2025-03-20,active,1977-04-29,2026-03-28 07:19:00.204700,2026-04-17 07:19:00.204700
163,CUST_163,Customer_163,customer163@example.com,0488907678,IN,2025-07-29,suspended,2006-04-22,2026-04-15 07:19:00.204700,2026-04-17 07:19:00.204700
164,CUST_164,Customer_164,customer164@example.com,0464411571,SG,2025-06-16,active,1994-04-25,2025-06-11 07:19:00.204700,2026-04-17 07:19:00.204700
165,CUST_165,Customer_165,customer165@example.com,0499871226,IN,2024-10-01,inactive,1978-04-29,2025-07-27 07:19:00.204700,2026-04-17 07:19:00.204700
167,CUST_167,Customer_167,customer167@example.com,0441728611,US,2025-03-13,inactive,1977-04-29,2025-06-12 07:19:00.204700,2026-04-17 07:19:00.204700
169,CUST_169,Customer_169,customer169@example.com,0473107601,US,2026-03-06,suspended,1970-05-01,2025-04-23 07:19:00.204700,2026-04-17 07:19:00.204700
170,CUST_170,Customer_170,customer170@example.com,0406422777,SG,2024-05-25,active,1988-04-26,2026-04-09 07:19:00.204700,2026-04-17 07:19:00.204700
171,CUST_171,Customer_171,customer171@example.com,0407409785,AU,2025-10-20,suspended,2007-04-22,2025-07-10 07:19:00.204700,2026-04-17 07:19:00.204700
172,CUST_172,Customer_172,customer172@example.com,0461559269,SG,2025-08-09,active,1959-05-04,2026-02-27 07:19:00.204700,2026-04-17 07:19:00.204700
173,CUST_173,Customer_173,customer173@example.com,0452152263,IN,2025-10-28,suspended,2000-04-23,2026-03-04 07:19:00.204700,2026-04-17 07:19:00.204700
174,CUST_174,Customer_174,customer174@example.com,0446200443,SG,2026-02-10,active,1962-05-03,2025-12-27 07:19:00.204700,2026-04-17 07:19:00.204700
175,CUST_175,Customer_175,customer175@example.com,0401086402,GB,2024-08-06,suspended,1995-04-25,2025-11-03 07:19:00.204700,2026-04-17 07:19:00.204700
176,CUST_176,Customer_176,customer176@example.com,0453097341,SG,2025-05-28,suspended,1986-04-27,2026-03-06 07:19:00.204700,2026-04-17 07:19:00.204700
177,CUST_177,Customer_177,customer177@example.com,0419187190,GB,2024-06-15,active,1961-05-03,2025-09-12 07:19:00.204700,2026-04-17 07:19:00.204700
178,CUST_178,Customer_178,customer178@example.com,0461167490,AU,2025-08-14,inactive,1994-04-25,2026-03-05 07:19:00.204700,2026-04-17 07:19:00.204700
179,CUST_179,Customer_179,customer179@example.com,0441235667,SG,2026-01-01,inactive,2002-04-23,2025-05-14 07:19:00.204700,2026-04-17 07:19:00.204700
180,CUST_180,Customer_180,customer180@example.com,0455705947,SG,2025-02-21,active,1991-04-26,2025-06-16 07:19:00.204700,2026-04-17 07:19:00.204700
181,CUST_181,Customer_181,customer181@example.com,0431502906,IN,2026-03-01,inactive,1971-05-01,2026-03-27 07:19:00.204700,2026-04-17 07:19:00.204700
182,CUST_182,Customer_182,customer182@example.com,0489587826,AU,2024-08-05,inactive,1967-05-02,2025-08-14 07:19:00.204700,2026-04-17 07:19:00.204700
183,CUST_183,Customer_183,customer183@example.com,0483920374,GB,2024-07-19,suspended,1983-04-28,2025-06-02 07:19:00.204700,2026-04-17 07:19:00.204700
